"id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey","collId","recordId","references"
5567796,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","D.K. Warren","1968-08-27","","","","","","D. K. Warren",NA,"R. M. Turner","68-209","1968-08-27",1968,8,27,240,NA,"August,27,1968","","Along wash to W of hill","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Pima County","","Desert Research Laboratory, Tumamoc Hill, Tucson","",NA,NA,32.216667,-111.5,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-11-07 11:43:44","50970",2,"urn:uuid:11e15edf-4db9-494d-b551-8c4407d1b604","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5567796"
5567797,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","R. H. Peebles","1928-03-08","","","","","","R. H. Peebles",NA,"G. J. Harrison","5020","1928-03-08",1928,3,8,68,NA,"March,8,1928","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Yuma County","","Near Mohawk","",NA,NA,32.733333,-113.733333,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2013-11-07 11:43:44","50971",2,"urn:uuid:5e892332-38a6-4493-b226-c7d3e6d75851","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5567797"
5575646,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Steven P. McLaughlin","1998-04-06","","","","","","Steven P. McLaughlin",NA,"","7420","1998-04-06",1998,4,6,96,NA,"April,6,1998","","","","","","",NA,"","Larrea tridentata, Ambrosia dumosa, Ephedra trifurca, Bebbia juncea, Hymenoclea salsola.","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Mohave County","","Jct. of Hwy 93 and road to Willow Beach.","",NA,NA,35.864167,-114.6035,"",NA,"","","","","","",655,NA,NA,NA,NA,"2150 ft.","","","","2013-11-07 11:43:44","68125",2,"urn:uuid:6d236879-4f7c-4bdf-94a4-d7e03c928fc4","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5575646"
5575647,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","Peter Holm","2001-09-06","","","","","","Peter Holm",NA,"","20010906-5","2001-09-06",2001,9,6,249,NA,"September,6,2001","Hat Mountain southwest:","Small arroyo.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Maricopa County","","Barry M. Goldwater Military Range - USAF; Sauceda Mountains. 5.7 km (map) northwest of Tom Thumb. Vicinity of water catchment #579.","",NA,NA,32.5559,-112.6331,"",5000,"T10S R04W S13 13, NW 1/4","","","","","",652,NA,NA,NA,NA,"2140 ft.","","","","2013-11-07 11:43:44","68126",2,"urn:uuid:e9b9107b-9005-4482-b4ac-0e3955cd8cff","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5575647"
5578758,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","R. S. Felger","2002-02-02","","","","","","R. S. Felger",NA,"Greta Anderson, Sue Rutman","02-108","2002-02-02",2002,3,2,33,NA,"February,2,2002","Dups sent to: ASU","Large, broad sandy wash.","","","","",NA,"","Olneya, Prosopis velutina, Bebbia, Ambrosia ambrosioides","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Maricopa County","","Barry M. Goldwater Military Range; Sauceda Mountains, Ryans Wash, ca. 3 km (air) west of Pistol Pass.","",NA,NA,32.561833,-112.6465,"",NA,"","","","","","",627,NA,NA,NA,NA,"","","","","2013-11-07 11:43:44","75963",2,"urn:uuid:96b755b9-ceed-4634-9331-f9c7d6e98022","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5578758"
5582914,"ARIZ","","","PreservedSpecimen","","426391","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","P. Jenkins","2007-03-01","","","","cf.","","Brad Boyle",NA,"G. Rogers","7949","2006-11-25",2006,11,25,329,NA,"Nov,25,2006","[NQ7-3#5]","Grassland with isolated patches of oak-mesquite woodland.","","","","",NA,"","","Vegetative","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","Santa Cruz Municipio","Rancho Los Fresnos. Nature Conservancy reserve in upper San Pedro River drainage, along US-Mexico border, just SW of Huachuca Mountains. Vouchers from permanent plots in burned and unburned treatments.","",NA,NA,31.32055555,-110.36666666,"",NA,"","","","","","",1555,NA,NA,NA,NA,"","","","Tammy","2016-04-19 18:32:18","289996",2,"urn:uuid:053f1ee9-63f6-4707-bf6e-1f0f0c153a10","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5582914"
5585574,"ARIZ","","","PreservedSpecimen","","420150","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","J. Andre","","","","","","","J. Andre",NA,"","22276","2012-02-20",2012,2,20,51,NA,"","","Creosote bush scrub,small washes among desert pavement.","","Occasional; Flowering & Fruiting.","","",NA,"","Larrea tridentata, Ambrosia dumosa, Krameria erecta, Senna alata","","",NA,"",NA,NA,NA,NA,"","United States","California","San Bernardino County","","Along the National Trails Highway (rt 66) 13.1 miles east of Goffs, 0.9 miles west of Jct with Hwy 95, far south end of Piute Valley","",NA,NA,34.938933,-114.8426,"",NA,"34° 56.336' N 114° 50.556' W","","","","","",501,NA,NA,NA,NA,"1643 ft.","","","djcampas","2015-07-29 11:54:00","326655",2,"urn:uuid:363954a8-6ec9-45bc-bf11-156c2dd30944","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5585574"
5586172,"ARIZ","","","PreservedSpecimen","","420579","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","J. Andre","","","","","","","J. Andre",NA,"","23446","2012-08-30",2012,8,30,243,NA,"","","Mixed creosotebush scrub.","Granitic and volcanic gravel.","Occasional; Flowering & Fruiting.","","",NA,"","Larrea tridentata, Ambrosia dumosa, Senna armata, Acacia greggii, Eriogonum fasciculatum","","",NA,"",NA,NA,NA,NA,"","United States","California","San Bernardino County","","Piute Range; Mojave National Preserve; along poleline road at base of east side of range, just north of Government Road, approx. 5 mi. west of Hwy 95. Quad: Homer Mountain.","",NA,NA,35.061683,-114.954933,"",NA,"35° 03.701' N 114° 57.296' W","","","","","",754,NA,NA,NA,NA,"2475 ft.","","","djcampas","2015-07-29 11:54:00","327256",2,"urn:uuid:b3429775-ef4e-49a1-ac7b-25e75dc616e6","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5586172"
6632868,"ARIZ","","","PreservedSpecimen","","421478","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","","","","","","","","Ries Lindley",NA,"","690","2014-10-12",2014,10,12,285,NA,"","SEINet-Import","Sonoran Desert scrub","diorite","","","",NA,"","Prosopis velutina, Abutilon incanum, Cylindropuntia bigelovii, Cottsia gracilis, Ephedra aspera, Parkinsonia microphylla, Herissantia crispa, Brickellia coulteri, Celtis pallida, Selaginella arizonica, Dodonaea viscosa, Pectis papposa, Bouteloua aristidoides, Eragrostis cilianensis, Panicum miliaceum, Panicum hirticaule, Muhlenbergia porteri, Encelia farinosa, Aristida purpurea var. nealleyi, Galium stellatum","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Pinal","","Tortolita Mountains, BLM land, northwest area of mountains","",NA,NA,32.5483,-111.1018,"WGS84",20,"","","","","","",912,NA,NA,NA,NA,"2992'","","","","2015-04-02 11:06:24","329327",2,"urn:uuid:a831aacb-6e92-42d0-afad-77974f8c79f6","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6632868"
6633032,"ARIZ","","","PreservedSpecimen","","421630","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","","","","","","","","Ries Lindley",NA,"","528","2014-07-21",2014,7,21,202,NA,"","A number of plants growing in the protection of other shrubs. Some occur on the open, gently sloping banks of the wash. SEINet-Import","Semidesert grassland","Granite, wash-bottom sandy loam.","Perennial, about 25 cm, stems growing from large root stocks. Flowers light yellow with dark brown centers.","","",NA,"","Prosopis velutina, Acacia greggii, Parkinsonia florida, Opuntia engelmannii, Cylindropuntia spinosior, Anisacanthus thurberi, Ipomoea, Muhlenbergia porteri","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Pima","","Tortolita Mountains, Rail X Ranch Rd. access","",NA,NA,32.5085,-111.0225,"WGS84",20,"","","","","","",1151,NA,NA,NA,NA,"3776'","","","","2015-04-02 11:06:24","329498",2,"urn:uuid:b4a4b79f-17b6-4e6f-9023-0492eb7f7e6a","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=6633032"
7247962,"ARIZ","","","PreservedSpecimen","","422597","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","","","","","","","","Karen Reichhardt",NA,"","KR2013-008","2013-09-21",2013,9,21,264,NA,"","","Desert pavement and pediment of mountains.","","","","",NA,"","Larrea tridentata, Encelia farinosa, Parkinsonia microphylla and mixed summer annuals.","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Yuma County","","Northwest side of Gila Mountains.","",NA,NA,NA,NA,"",NA,"","","","","","",136,NA,NA,NA,NA,"445 ft.","","","djcampas","2015-12-14 06:37:07","330703",2,"urn:uuid:ddf91b3d-266b-4eb4-8887-4ed245472ed1","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7247962"
7248493,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","R. Felger","2003","","","","","","Dale Turner",NA,"Julia Fonseca","","2003-02-15",2003,2,15,46,NA,"","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Maricopa County","","Sand Tank Mts.","",NA,NA,32.8114,-112.5081,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","djcampas","2015-07-29 11:54:00","331251",2,"urn:uuid:4c7178e6-defa-4130-bcf5-088734f10bc6","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=7248493"
8042732,"ARIZ","","","PreservedSpecimen","","423688","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia","Benth.","Physalis","crassifolia","","","","","","","","","","Ries Lindley",NA,"Dana Backer","706","2014-12-08",2014,12,8,342,NA,"","","Semi-desert grassland","Granite","","","",NA,"","Ericameria laricifolia, Fouquieria splendens, Cylindropuntia versicolor, Aristida adscensionis, Calliandra eriophylla, Stephanomeria, Yucca baccata, Opuntia engelmannii, Dasylirion wheeleri, Boerhavia, Senecio lemmonii, Eragrostis lehmanniana, Acacia greggii, Carnegiea gigantea, Cirsium neomexicanum","","",NA,"",NA,NA,NA,NA,"","United States","Arizona","Pima","","Tortolita Mountains, Tortolita Mountain Park, Ridgeline Trail","",NA,NA,32.4961,-111.0447,"WGS84",20,"","","","","","",1273,NA,NA,NA,NA,"4178'","","","ries.lindley","2015-12-21 11:03:42","332450",2,"urn:uuid:f03900ac-9a98-4280-9716-05d3d071ca3a","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=8042732"
960331,"ARIZ","","","PreservedSpecimen","","391193","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. crassifolia","Benth.","Physalis","crassifolia","var.","crassifolia","Alberto Burquez Montijo","2006-11-07","","","","","","Alberto Burquez Montijo",NA,"","2006-47-ABM","2006-11-07",2006,11,7,311,NA,"November,7,2006","","Exposicion: NWSustrato: Rocoso.","","Mezcla heterogenea de matorral sarcocaule con matorral crassicaule con dominancia de Pachycereus pringlei y Jatropha cuneata. El litoral salino y arenoso y todas las pendientes, basalticas muy rocosas.","","",NA,"","","Vegetative","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Guaymas Municipio","","Isla: Pajaros.","",NA,NA,27.903611,-110.849167,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","Ian","2014-01-27 10:38:34","213061",2,"urn:uuid:f0c79b26-63e2-40fe-897b-3bffce38c823","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=960331"
3350392,"ARIZ","","","PreservedSpecimen","","411713","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. crassifolia","","Physalis","crassifolia","var.","crassifolia","","","","","","","","Gabriel Suarez-Gracida",NA,"","7","2004-02-27",2004,2,27,58,NA,"","","Arroyo El Comitan, Municipo La Paz, B.C.S. Mex.","","Flor Amarillo.","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","mexico","","","","Costa del Golfo de California","",NA,NA,24.129667,-110.433139,"",NA,"24° 07' 46.8'' N 110° 25' 59.3'' W","","","","","",6,NA,NA,NA,NA,"6 msnm.","","","Melissa","2013-01-16 14:29:27","314576",2,"urn:uuid:79398fff-91ad-4c86-b28c-cf8ec598c963","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=3350392"
936202,"ARIZ","","","PreservedSpecimen","","385463","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","Benjamin T. Wilder","2007-03-08","","","","","","Benjamin T. Wilder",NA,"Seth Turner","07-49","2007-03-08",2007,3,8,67,NA,"March,8,2007","Dups sent to: ARIZ, SD, USON, MEXU","Middle of arroyo in rocks","","Shrub ca. 1/3 m tall, flowers bright yellow, with red mites present.","","",NA,"","Marina parryi, Euphorbia pediculifera","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","NULL","","Isla San Esteban, Arroyo Limantur, ca. 2.25 mi inland","",NA,NA,28.69566,-112.57689,"",NA,"","","","","","",80,NA,NA,NA,NA,"","","","Ben W.","2014-01-27 10:38:34","190664",2,"urn:uuid:9041e5c5-3f4d-4784-9fdb-395168077ffb","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=936202"
997996,"ARIZ","","","PreservedSpecimen","","166950","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","J.R. Hastings","1967-10-06","","","","","","J. R. Hastings",NA,"R. M. Turner","","1967-10-06",1967,10,6,279,NA,"Oct,6,1967","","Large wash","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","","","10.1 mi (by road) N of Bahía San Luis Gonzaga, B.C.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288956",2,"urn:uuid:87bf4b74-9411-4283-aec0-47ac7aab1631","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=997996"
997997,"ARIZ","","","PreservedSpecimen","","147801","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","R.V. Moran","1959-03-24","","","","","","R. V. Moran",NA,"","","1959-03-24",1959,3,24,83,NA,"Mar,24,1959","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","","","","First large cañón W of Punta Diablo (=Rock Point), Isla Angel de la Guarda","",NA,NA,29.25,-113.25,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288957",2,"urn:uuid:5e1ce60c-e946-4478-9775-be763df6ccb3","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=997997"
997998,"ARIZ","","","PreservedSpecimen","","177036","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","I.L. Wiggins","1960-03-22","","","","","","I. L. Wiggins",NA,"D. B. Wiggins","","1960-03-22",1960,3,22,82,NA,"Mar,22,1960","","Mouth of broad, rocky wash","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","","","5 mi S of Puertocitos, B.C.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288958",2,"urn:uuid:0d4f5173-2569-428c-b141-90dfca27c776","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=997998"
997999,"ARIZ","","","PreservedSpecimen","","179211","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","J.R. Hastings","1971-03-13","","","","","","J. R. Hastings",NA,"","","1971-03-13",1971,3,13,72,NA,"Mar,13,1971","","Steep talus slope","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","","","Isla Angel de la Guarda, opposite Pond Island, B.C.","",NA,NA,29.1,-113.2,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288959",2,"urn:uuid:c2238e66-8b41-4d2d-918d-aee34d5d666e","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=997999"
998000,"ARIZ","","","PreservedSpecimen","","290179","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","T.L. Burgess","1990-07-21","","","","","","T. L. Burgess",NA,"T. R. Van Devender","","1990-07-21",1990,7,21,202,NA,"Jul,21,1990","","Granite hills","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","","","3.2 mi NW of Arroyo Palmarito via Hwy. 1. Granite hills about 0.2 mi NE of Hwy., B.C.","",NA,NA,29.78333,-114.7667,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288960",2,"urn:uuid:f942002b-eb54-4d24-9e92-c9efd6a87027","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=998000"
998001,"ARIZ","","","PreservedSpecimen","","291481","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","T. R. Van Devender","1990-09-13","","","","","","T. R. Van Devender",NA,"","","1990-09-13",1990,9,13,256,NA,"Sep,13,1990","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Arroyo Lemantur, Isla San Esteban, Golfo de California, Son.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288961",2,"urn:uuid:3a0cca0f-4d78-4d98-93d1-c760e41ff9c7","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=998001"
998002,"ARIZ","","","PreservedSpecimen","","306322","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","R. S. Felger","1968-04-10","","","","","","R. S. Felger",NA,"","","1968-04-10",1968,4,10,101,NA,"Apr,10,1968","","Canyon","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Gulf of California, San Esteban Island, narrow canyon at NW corner of island, Son.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288962",2,"urn:uuid:a6c04122-29ab-4392-8206-532b91f598fb","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=998002"
998003,"ARIZ","","","PreservedSpecimen","","328093","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","R. S. Felger","1967-11-05","","","","","","R. S. Felger",NA,"A. Russell & J. Russell & N. Thomas","","1967-11-05",1967,11,5,309,NA,"Nov,5,1967","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Isla San Esteban, Limansur, E side of island, Gulf of California, Son.","",NA,NA,29.65833,-112.575,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288963",2,"urn:uuid:780e62ae-4865-4154-bb1c-1d9d103a626e","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=998003"
998004,"ARIZ","","","PreservedSpecimen","","328086","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","R. S. Felger","1968-04-11","","","","","","R. S. Felger",NA,"J. W. Edmundson & A. Russell & J. Russell & N. Thomas","","1968-04-11",1968,4,11,102,NA,"Apr,11,1968","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Isla San Esteban, Canyon at SW corner of island. Gulf of California, Son.","",NA,NA,28.64167,-112.6083,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288964",2,"urn:uuid:f542867a-4183-4114-a122-5620dd9b2c09","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=998004"
998005,"ARIZ","","","PreservedSpecimen","","328085","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","R. S. Felger","1967-11-05","","","","","","R. S. Felger",NA,"A. Russell & J. Russell & N. Thomas","","1967-11-05",1967,11,5,309,NA,"Nov,5,1967","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","","","Isla San Esteban, Canyon at SW corner of island. Gulf of California, Son.","",NA,NA,28.64167,-112.6083,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2013-11-07 11:43:44","288965",2,"urn:uuid:2c70b5cf-25ee-46d6-a34f-143a3d46731a","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=998005"
998006,"ARIZ","","","PreservedSpecimen","","354550","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","A. Valiente-Banuet","1985-05-14","","","","","","A. Valiente-Banuet",NA,"","","1985-05-14",1985,5,14,134,NA,"May,14,1985","","","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","Hermosillo","","Isla Tiburón, Son.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","brad","2016-09-09 13:10:08","288966",2,"urn:uuid:80fccf4f-ebeb-4785-b20c-6c8773fae5a9","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=998006"
5573172,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","R. S. Felger","1967-11-05","","","","","","R. S. Felger",NA,"Alexander Russell, Jean Russell, Nancy Thomas","16647","1967-11-05",1967,11,5,309,NA,"November,5,1967","","Canyon at southwest corner of island.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","NULL","","Isla San Esteban.","",NA,NA,28.641667,-112.6,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2014-01-10 13:15:49","59443",2,"urn:uuid:e21ea666-dff5-4e2b-98b0-e1d448c89d4f","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5573172"
5573173,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","R. S. Felger","1967-11-05","","","","","","R. S. Felger",NA,"Alexander Russell, Jean Russell, Nancy Thomas","16606","1967-11-05",1967,11,5,309,NA,"November,5,1967","","Limansur, east side of island.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","NULL","","Isla San Esteban.","",NA,NA,29.658333,-112.566667,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2014-01-10 13:15:49","59444",2,"urn:uuid:29ce5751-5474-4216-b0f7-fdc368144962","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5573173"
5573174,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","R. S. Felger","1968-04-11","","","","","","R. S. Felger",NA,"Joe Edmundson, Alexander Russell, Jean Russell, Nancy Thomas","17623","1968-04-11",1968,4,11,102,NA,"April,11,1968","","Canyon at southwest corner of island.","","","","",NA,"","","","",NA,"",NA,NA,NA,NA,"","Mexico","Sonora","NULL","","Isla San Esteban.","",NA,NA,28.641667,-112.6,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2014-01-10 13:15:49","59446",2,"urn:uuid:3545bb2c-2366-4b17-a927-994404093892","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5573174"
5580431,"ARIZ","","","PreservedSpecimen","","","","Plantae","Magnoliophyta",NA,"Solanales","Solanaceae","Physalis crassifolia var. infundibularis","I.M.Johnst.","Physalis","crassifolia","var.","infundibularis","P. Jenkins, 9/01","2001-03-12","","","","","","Bob Raguso",NA,"","RAR01-7","2001-03-12",2001,3,12,71,NA,"March,12,2001","","Uncommon among sand and rocks of low elevation washes.","","Yellow flowers 2-2.5 cm long, trumpet shaped and sweet-scented. Calyx of fresh fruit is green, fades brown. Most flowers have been slashed by hummingbirds, visited heavily by tiny bees.","","",NA,"","","Reproductive","",NA,"",NA,NA,NA,NA,"","Mexico","Baja California","NULL","","Isla Angel de la Guarda.","",NA,NA,NA,NA,"",NA,"","","","","","",NA,NA,NA,NA,NA,"","","","","2014-01-27 10:38:34","80775",2,"urn:uuid:8ed26a5e-a3e7-4250-b950-0009a0892fe4","http://swbiodiversity.org/seinet/collections/individual/index.php?occid=5580431"
